-0.393931 0 -0.526866 0 -0.442109 0 -0.471954 0 -0.449663 0 0 -0.366201 0 -0.361354 0 -0.474542 0 -0.526178 0 -0.468399
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.384768 0 -0.401785 0 -0.41296 0 -0.462171 0 -0.325587 0 0 -0.416735 0 -0.472001 0 -0.41678 0 -0.519426 0 -0.302588
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.256677 0 -0.469354 0 -0.443564 0 -0.455533 0 -0.45357 0 0 -0.490414 0 -0.511308 0 -0.669698 0 -0.565231 0 -0.292507
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.425531 0 -0.565152 0 -0.394543 0 -0.451474 0 -0.497732 0 0 -0.265321 0 -0.401249 0 -0.473664 0 -0.479224 0 -0.345247
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.523112 0 -0.573509 0 -0.608333 0 -0.441846 0 -0.59275 0 0 -0.467023 0 -0.507068 0 -0.293076 0 -0.360559 0 -0.416387
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.418166 0 -0.422421 0 -0.47035 0 -0.323646 0 -0.396247 0 0 -0.445107 0 -0.566736 0 -0.476787 0 -0.34404 0 -0.522047
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.471787 0 -0.366741 0 -0.434465 0 -0.450216 0 -0.457001 0 0 -0.258741 0 -0.474828 0 -0.620854 0 -0.564751 0 -0.49879
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.448266 0 -0.402275 0 -0.359422 0 -0.401455 0 -0.559502 0 0 -0.478371 0 -0.390213 0 -0.51718 0 -0.245031 0 -0.479748
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.457965 0 -0.203713 0 -0.52301 0 -0.253869 0 -0.242451 0 0 -0.347103 0 -0.322125 0 -0.431518 0 -0.56112 0 -0.468807
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.519795 0 -0.362605 0 -0.50294 0 -0.516704 0 -0.537363 0 0 -0.52109 0 -0.491412 0 -0.502359 0 -0.319138 0 -0.521053
