0.0225312 0 0 0 -0.0524677 0.03374 0 0 0.283291 -0.0999611 -0.0465167 -0.0501536 0.537247 0 0.353484 0 0 0 0 -0.026086
0.194859 0 0 0 0 0 0 0 0.0912518 -0.443579 -0.235556 0.100269 0.0152585 0 -0.117543 0 0 0 0 -0.0256227
-0.320998 0 0 0 0 0 0 0 -0.535181 -0.0449689 -0.110327 0 0 0 0 0 0 0 0 0.000280464
-0.0968725 0 0 0 0 0 0 0 -0.853846 -0.342976 0.0986211 -0.544738 0 0 0 0 0 0 0 0.171334
0 0 0 0 -0.453083 0.0176101 0 0 0 -0.690589 0.157967 -0.361451 -0.941637 0 0.335209 0 0 0 0 -0.131828
-0.29838 0 0 0 0.0377684 -0.000911445 0 0 0 -0.510447 0.299796 -0.565681 -0.701422 0 0.0168175 -0.635073 0 0 0 0.19454
-0.249735 0 0 0 -0.796723 0 0 0 0 0 0 0 0 0 0.0289246 0 0 0 0 0.349114
0.144072 0 0 0 0 0 0 -0.906333 -0.213541 -0.461551 -0.658241 -0.885549 0 0 0 0 0 0 0 0.151535
0 0 0 0 0 0 0 0.266185 -0.109872 -0.502263 -0.429819 -0.0299445 0 0 0 0 0 0 0 0
-0.052209 0 0 0 -0.203837 0.246913 0 0.467812 -0.480396 -0.220412 -0.394356 -0.468709 0 0 -0.0531455 0 0 0 0 0.295364
-0.0942148 0 0 0 -0.0592775 0.0466265 -0.0472119 0 0 -0.15667 0.375096 0.414117 0 0 -0.0426601 0 0 0 0 0.131966
-0.0125234 0 0 0 0 0 0 0 0 -0.361819 -0.421263 -0.405734 0 0 0 0 0 0 0 -0.365312
0.464922 0 0 0 0 0 0 0 0 0.0486058 0.321125 -0.480267 0 0 0 0 0 0 0 0.239958
-0.126435 0 0 0 0 0 0 0 0 0.211528 -0.0455684 0 0 0 -0.0253507 0 0 0 0 0.0786598
0.144754 0 0 0 0 -0.25452 0 0 0 0.0947455 -0.27028 -0.147809 0 0 -0.0110674 0.236235 0 0 0 -0.135637
0.382684 0 0 0 -0.509978 -0.0245511 0 0 0.0690946 0.210365 -0.27786 -0.390982 0.0655996 0 -0.220462 0.450932 0 0 0 0.0841985
-0.0607993 0 0 0 0 0 0 0 0.0332247 0.212398 0.34247 0 0 0 0 0 0 0 0 0.154488
0 0 0 0 0 0 0 0 0.250414 0.35292 0.619166 0 0 0 0 0 0 0 0 -0.141642
0 0 0 0 0 0.793551 0 0 -0.0424952 -0.112789 -0.277682 0.0292291 0 -0.235776 0.109445 0 0 0 0 0.533823
-0.385147 0 0 0 -0.553318 -0.0751393 0 0.0205409 0.118127 0.303967 -0.10193 0.375063 -0.361357 0 -0.0753671 0 0 0 0 0.218801
