0.101986 0 0 0 -0.00832047 0.092317 0 0 0.403237 -0.383644 -0.312862 0.229394 0.315641 0 0.0228965 0 0 0 0 -0.0556464
0.419693 0 0 0 0 0 0 0 -0.186236 0.00886437 -0.444691 -0.264106 0.0258727 0 0.249751 0 0 0 0 -0.196599
0.227781 0 0 0 0 0 0 0 0.017748 -0.2271 -0.607813 0 0 0 0 0 0 0 0 0.148075
-0.207513 0 0 0 0 0 0 0 0.336286 -0.123548 -0.522382 0.299899 0 0 0 0 0 0 0 0.175474
0 0 0 0 0.44362 0.378688 0 0 0 0.0162348 -0.297606 -0.0685486 0.0376497 0 -0.627971 0 0 0 0 -0.455245
-0.0143413 0 0 0 0.41571 -0.1558 0 0 0 -0.307246 -0.0731008 0.153277 0.580526 0 -0.016114 0.0885112 0 0 0 -0.0930142
0.138572 0 0 0 0.282673 0 0 0 0 0 0 0 0 0 -0.883031 0 0 0 0 -0.105533
0.774519 0 0 0 0 0 0 -0.135159 -0.146807 0.886035 -0.0657042 0.0636209 0 0 0 0 0 0 0 0.227881
0 0 0 0 0 0 0 0.211008 0.566697 0.332631 0.127642 -0.402743 0 0 0 0 0 0 0 0
-0.121217 0 0 0 0.143346 0.082529 0 -0.221516 0.160125 -0.276215 -0.285045 0.512538 0 0 0.0620481 0 0 0 0 0.516431
0.0952795 0 0 0 0.146785 -0.207424 -0.400953 0 0 -0.80144 -0.175781 0.555001 0 0 -0.110884 0 0 0 0 -0.131168
0.64941 0 0 0 0 0 0 0 0 -0.735043 0.0383079 -0.255823 0 0 0 0 0 0 0 0.442422
0.742974 0 0 0 0 0 0 0 0 -0.599745 -0.0674786 0.428944 0 0 0 0 0 0 0 0.296604
0.164225 0 0 0 0 0 0 0 0 -0.0873025 -0.156986 0 0 0 -0.337345 0 0 0 0 0.619543
-0.0170035 0 0 0 0 0.14887 0 0 0 -0.729443 -0.958408 0.925945 0 0 0.115992 -0.00973148 0 0 0 -0.178948
0.35056 0 0 0 0.392564 0.282339 0 0 0.420371 -0.183668 0.0522949 0.404521 0.520016 0 -0.0954188 0.161774 0 0 0 0.505612
-0.0386224 0 0 0 0 0 0 0 -0.101009 -0.441973 -0.274155 0 0 0 0 0 0 0 0 0.196021
0 0 0 0 0 0 0 0 -0.418753 -0.540443 0.161493 0 0 0 0 0 0 0 0 0.853086
0 0 0 0 0 -0.536808 0 0 0.453861 -0.248787 0.0357556 0.304699 0 0.123979 -0.416548 0 0 0 0 -0.0520724
0.486444 0 0 0 0.468345 0.137636 0 0.208274 0.438193 -0.164068 -0.11667 0.529956 0.193715 0 0.0886781 0 0 0 0 0.0733833
