-0.387668 0 -0.432362 0 -0.340281 0 -0.566888 0 -0.405502 0 0 -0.287571 0 -0.508632 0 -0.616119 0 -0.496673 0 -0.308829
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.546805 0 -0.499233 0 -0.506032 0 -0.513227 0 -0.38202 0 0 -0.408703 0 -0.556043 0 -0.35957 0 -0.378962 0 -0.334237
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.579949 0 -0.462805 0 -0.559615 0 -0.49227 0 -0.398551 0 0 -0.279417 0 -0.56082 0 -0.399962 0 -0.279664 0 -0.503192
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.271268 0 -0.511785 0 -0.495388 0 -0.343083 0 -0.527518 0 0 -0.440519 0 -0.545516 0 -0.687418 0 -0.457917 0 -0.540628
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.420756 0 -0.509257 0 -0.571454 0 -0.441931 0 -0.596355 0 0 -0.50272 0 -0.45554 0 -0.407843 0 -0.400439 0 -0.313343
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.394785 0 -0.535746 0 -0.562998 0 -0.616094 0 -0.597616 0 0 -0.363691 0 -0.370834 0 -0.464128 0 -0.310712 0 -0.683891
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.534798 0 -0.46303 0 -0.435196 0 -0.440636 0 -0.425975 0 0 -0.127895 0 -0.428176 0 -0.516075 0 -0.5568 0 -0.536213
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.307673 0 -0.547707 0 -0.523093 0 -0.417547 0 -0.504062 0 0 -0.500784 0 -0.446197 0 -0.599378 0 -0.414176 0 -0.510135
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.433244 0 -0.506015 0 -0.473552 0 -0.368594 0 -0.399382 0 0 -0.332766 0 -0.42185 0 -0.564846 0 -0.493864 0 -0.446097
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.49024 0 -0.496908 0 -0.518978 0 -0.496927 0 -0.408096 0 0 -0.580912 0 -0.31974 0 -0.28352 0 -0.465062 0 -0.391387
