0.04 0 0.0444444 0 0.0355556 0 0.04 0 0.0444444 0 0 0.0355556 0 0.04 0 0.0444444 0 0.0444444 0 0.04
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.04 0 0.0444444 0 0.0444444 0 0.04 0 0.0444444 0 0 0.04 0 0.0444444 0 0.0355556 0 0.04 0 0.0355556
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.04 0 0.04 0 0.04 0 0.04 0 0.0355556 0 0 0.0311111 0 0.0444444 0 0.0444444 0 0.04 0 0.04
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.04 0 0.04 0 0.0355556 0 0.0444444 0 0.0355556 0 0 0.04 0 0.0444444 0 0.0444444 0 0.0444444 0 0.04
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.04 0 0.0444444 0 0.0444444 0 0.0355556 0 0.0444444 0 0 0.0444444 0 0.0311111 0 0.04 0 0.0311111 0 0.0355556
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.04 0 0.0355556 0 0.04 0 0.0444444 0 0.0444444 0 0 0.0355556 0 0.04 0 0.0444444 0 0.04 0 0.0444444
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0355556 0 0.04 0 0.04 0 0.04 0 0.0311111 0 0 0.0311111 0 0.04 0 0.0444444 0 0.0444444 0 0.04
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.04 0 0.04 0 0.04 0 0.04 0 0.04 0 0 0.0444444 0 0.04 0 0.0444444 0 0.0311111 0 0.04
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0444444 0 0.0311111 0 0.04 0 0.0311111 0 0.0355556 0 0 0.0311111 0 0.0355556 0 0.04 0 0.0444444 0 0.0444444
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0444444 0 0.0444444 0 0.0444444 0 0.04 0 0.0444444 0 0 0.0444444 0 0.0355556 0 0.04 0 0.0355556 0 0.04
