0.378658 0 0 0 -0.0534104 0.124505 0 0 0.05178 -0.21537 -0.0669741 -0.00717214 0.0108117 0 0.458492 0 0 0 0 0.228877
0.428877 0 0 0 0 0 0 0 -0.0741457 -0.0283369 -0.199052 -0.0806627 -0.147819 0 -0.0672446 0 0 0 0 -0.050702
0.412043 0 0 0 0 0 0 0 -0.0464085 -0.165717 -0.0947223 0 0 0 0 0 0 0 0 -0.0960653
0.0524646 0 0 0 0 0 0 0 0.00302535 -0.0361535 -0.2175 0.0307401 0 0 0 0 0 0 0 0.0678125
0 0 0 0 -0.0780557 0.0633231 0 0 0 -0.0158577 -0.116599 -0.0334408 0.0239766 0 0.0298461 0 0 0 0 -0.0120816
-0.0552441 0 0 0 0.235873 -0.116222 0 0 0 -0.0876997 -0.0967591 -0.000898184 0.0171972 0 0.22737 0.126619 0 0 0 0.155875
0.0482229 0 0 0 -0.00404422 0 0 0 0 0 0 0 0 0 -0.0495502 0 0 0 0 0.204315
-0.0138713 0 0 0 0 0 0 -0.0289219 -0.0212742 0.0409253 0.0419209 -0.0094168 0 0 0 0 0 0 0 -0.0326813
0 0 0 0 0 0 0 -0.0605001 0.0450677 -0.0820582 0.0395906 -0.112482 0 0 0 0 0 0 0 0
0.0398509 0 0 0 0.0535097 -0.0627614 0 0.0655763 0.0696836 -0.1908 -0.0853333 0.0535866 0 0 -0.0113255 0 0 0 0 -0.143337
0.0948539 0 0 0 -0.00685379 0.232604 -0.0247691 0 0 -0.0488485 -0.0333258 0.163283 0 0 0.0101795 0 0 0 0 0.1119
0.249147 0 0 0 0 0 0 0 0 -0.226232 0.0860271 0.0100201 0 0 0 0 0 0 0 0.224422
0.202244 0 0 0 0 0 0 0 0 -0.126964 -0.0987068 -0.0578474 0 0 0 0 0 0 0 0.406158
0.0991771 0 0 0 0 0 0 0 0 -0.124551 -0.082583 0 0 0 0.0512571 0 0 0 0 0.149569
-0.040706 0 0 0 0 -0.20349 0 0 0 -0.095626 -0.0596654 -0.0190398 0 0 -0.458519 -0.0110393 0 0 0 0.550055
0.27284 0 0 0 -0.170345 -0.0440956 0 0 -0.0487563 -0.0908225 -0.013638 0.0199141 0.0446439 0 0.194448 -0.134347 0 0 0 0.306709
0.266433 0 0 0 0 0 0 0 -0.253072 -0.0541055 -0.10829 0 0 0 0 0 0 0 0 0.450173
0 0 0 0 0 0 0 0 -0.0505873 -0.348057 -0.0123253 0 0 0 0 0 0 0 0 0.0710848
0 0 0 0 0 0.018368 0 0 0.0133877 -0.182027 0.0650284 0.0292252 0 0.00941776 -0.0149032 0 0 0 0 -0.0887917
0.037481 0 0 0 -0.0717345 0.0567062 0 -0.125861 0.00456076 -0.234223 -0.00294591 -0.088058 0.0987914 0 0.27559 0 0 0 0 0.0566216
